phase6b_scenario,candidate_id,minimum_usable_windows,scenario_pass_but_zero_usable_window,scenario_pass_but_below_minimum,scenario_fail_but_meets_minimum,both_pass,both_fail,scenario_failure_reasons_among_fail_but_meets_minimum,bis_10_100_fraction_reason_but_meets_minimum,selected
moderate,sqi_ge_20__bis10s__drug60s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis10s__drug60s,300,0,99,82,2234,55,"{""bis_10_100_fraction_lt_80pct"":82,""sqi_ge_50_fraction_lt_50pct"":2}",82,false
moderate,sqi_ge_20__bis10s__drug60s,600,0,757,23,1576,114,"{""bis_10_100_fraction_lt_80pct"":23,""sqi_ge_50_fraction_lt_50pct"":1}",23,false
moderate,sqi_ge_20__bis10s__drug120s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis10s__drug120s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis10s__drug120s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis10s__drug120s,300,0,99,82,2234,55,"{""bis_10_100_fraction_lt_80pct"":82,""sqi_ge_50_fraction_lt_50pct"":2}",82,false
moderate,sqi_ge_20__bis10s__drug120s,600,0,756,23,1577,114,"{""bis_10_100_fraction_lt_80pct"":23,""sqi_ge_50_fraction_lt_50pct"":1}",23,false
moderate,sqi_ge_20__bis10s__drug300s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis10s__drug300s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis10s__drug300s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis10s__drug300s,300,0,99,82,2234,55,"{""bis_10_100_fraction_lt_80pct"":82,""sqi_ge_50_fraction_lt_50pct"":2}",82,false
moderate,sqi_ge_20__bis10s__drug300s,600,0,755,23,1578,114,"{""bis_10_100_fraction_lt_80pct"":23,""sqi_ge_50_fraction_lt_50pct"":1}",23,false
moderate,sqi_ge_20__bis10s__drug600s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis10s__drug600s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis10s__drug600s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis10s__drug600s,300,0,99,82,2234,55,"{""bis_10_100_fraction_lt_80pct"":82,""sqi_ge_50_fraction_lt_50pct"":2}",82,false
moderate,sqi_ge_20__bis10s__drug600s,600,0,755,23,1578,114,"{""bis_10_100_fraction_lt_80pct"":23,""sqi_ge_50_fraction_lt_50pct"":1}",23,false
moderate,sqi_ge_20__bis20s__drug30s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis20s__drug30s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis20s__drug30s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis20s__drug30s,300,0,94,83,2239,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis20s__drug30s,600,0,747,25,1586,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis20s__drug60s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis20s__drug60s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis20s__drug60s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis20s__drug60s,300,0,94,83,2239,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis20s__drug60s,600,0,746,25,1587,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis20s__drug120s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis20s__drug120s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis20s__drug120s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis20s__drug120s,300,0,94,83,2239,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis20s__drug120s,600,0,746,25,1587,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis20s__drug300s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis20s__drug300s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis20s__drug300s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis20s__drug300s,300,0,94,83,2239,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis20s__drug300s,600,0,745,25,1588,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis20s__drug600s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis20s__drug600s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis20s__drug600s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis20s__drug600s,300,0,94,83,2239,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis20s__drug600s,600,0,745,25,1588,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis30s__drug30s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis30s__drug30s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis30s__drug30s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis30s__drug30s,300,0,91,83,2242,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis30s__drug30s,600,0,739,25,1594,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis30s__drug60s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis30s__drug60s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis30s__drug60s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis30s__drug60s,300,0,91,83,2242,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis30s__drug60s,600,0,738,25,1595,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis30s__drug120s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis30s__drug120s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis30s__drug120s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis30s__drug120s,300,0,90,83,2243,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis30s__drug120s,600,0,738,25,1595,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis30s__drug300s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis30s__drug300s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis30s__drug300s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis30s__drug300s,300,0,90,83,2243,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis30s__drug300s,600,0,737,25,1596,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_20__bis30s__drug600s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_20__bis30s__drug600s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_20__bis30s__drug600s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_20__bis30s__drug600s,300,0,90,83,2243,54,"{""bis_10_100_fraction_lt_80pct"":83,""sqi_ge_50_fraction_lt_50pct"":2}",83,false
moderate,sqi_ge_20__bis30s__drug600s,600,0,736,25,1597,112,"{""bis_10_100_fraction_lt_80pct"":25,""sqi_ge_50_fraction_lt_50pct"":1}",25,false
moderate,sqi_ge_50__bis10s__drug30s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis10s__drug30s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis10s__drug30s,120,0,1,126,2332,11,"{""bis_10_100_fraction_lt_80pct"":126,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_50__bis10s__drug30s,300,0,144,70,2189,67,"{""bis_10_100_fraction_lt_80pct"":70,""sqi_ge_50_fraction_lt_50pct"":2}",70,false
moderate,sqi_ge_50__bis10s__drug30s,600,0,862,18,1471,119,"{""bis_10_100_fraction_lt_80pct"":18}",18,false
moderate,sqi_ge_50__bis10s__drug60s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis10s__drug60s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis10s__drug60s,120,0,1,126,2332,11,"{""bis_10_100_fraction_lt_80pct"":126,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_50__bis10s__drug60s,300,0,143,70,2190,67,"{""bis_10_100_fraction_lt_80pct"":70,""sqi_ge_50_fraction_lt_50pct"":2}",70,false
moderate,sqi_ge_50__bis10s__drug60s,600,0,862,18,1471,119,"{""bis_10_100_fraction_lt_80pct"":18}",18,false
moderate,sqi_ge_50__bis10s__drug120s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis10s__drug120s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis10s__drug120s,120,0,1,126,2332,11,"{""bis_10_100_fraction_lt_80pct"":126,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_50__bis10s__drug120s,300,0,142,71,2191,66,"{""bis_10_100_fraction_lt_80pct"":71,""sqi_ge_50_fraction_lt_50pct"":2}",71,false
moderate,sqi_ge_50__bis10s__drug120s,600,0,862,18,1471,119,"{""bis_10_100_fraction_lt_80pct"":18}",18,false
moderate,sqi_ge_50__bis10s__drug300s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis10s__drug300s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis10s__drug300s,120,0,1,126,2332,11,"{""bis_10_100_fraction_lt_80pct"":126,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_50__bis10s__drug300s,300,0,142,71,2191,66,"{""bis_10_100_fraction_lt_80pct"":71,""sqi_ge_50_fraction_lt_50pct"":2}",71,false
moderate,sqi_ge_50__bis10s__drug300s,600,0,861,18,1472,119,"{""bis_10_100_fraction_lt_80pct"":18}",18,false
moderate,sqi_ge_50__bis10s__drug600s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis10s__drug600s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis10s__drug600s,120,0,1,126,2332,11,"{""bis_10_100_fraction_lt_80pct"":126,""sqi_ge_50_fraction_lt_50pct"":4}",126,false
moderate,sqi_ge_50__bis10s__drug600s,300,0,142,71,2191,66,"{""bis_10_100_fraction_lt_80pct"":71,""sqi_ge_50_fraction_lt_50pct"":2}",71,false
moderate,sqi_ge_50__bis10s__drug600s,600,0,860,18,1473,119,"{""bis_10_100_fraction_lt_80pct"":18}",18,false
moderate,sqi_ge_50__bis20s__drug30s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis20s__drug30s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis20s__drug30s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis20s__drug30s,300,0,124,76,2209,61,"{""bis_10_100_fraction_lt_80pct"":76,""sqi_ge_50_fraction_lt_50pct"":2}",76,false
moderate,sqi_ge_50__bis20s__drug30s,600,0,825,20,1508,117,"{""bis_10_100_fraction_lt_80pct"":20}",20,false
moderate,sqi_ge_50__bis20s__drug60s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis20s__drug60s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis20s__drug60s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis20s__drug60s,300,0,124,77,2209,60,"{""bis_10_100_fraction_lt_80pct"":77,""sqi_ge_50_fraction_lt_50pct"":2}",77,false
moderate,sqi_ge_50__bis20s__drug60s,600,0,825,20,1508,117,"{""bis_10_100_fraction_lt_80pct"":20}",20,false
moderate,sqi_ge_50__bis20s__drug120s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis20s__drug120s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis20s__drug120s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis20s__drug120s,300,0,123,77,2210,60,"{""bis_10_100_fraction_lt_80pct"":77,""sqi_ge_50_fraction_lt_50pct"":2}",77,false
moderate,sqi_ge_50__bis20s__drug120s,600,0,825,20,1508,117,"{""bis_10_100_fraction_lt_80pct"":20}",20,false
moderate,sqi_ge_50__bis20s__drug300s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis20s__drug300s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis20s__drug300s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis20s__drug300s,300,0,123,77,2210,60,"{""bis_10_100_fraction_lt_80pct"":77,""sqi_ge_50_fraction_lt_50pct"":2}",77,false
moderate,sqi_ge_50__bis20s__drug300s,600,0,825,20,1508,117,"{""bis_10_100_fraction_lt_80pct"":20}",20,false
moderate,sqi_ge_50__bis20s__drug600s,30,0,0,131,2333,6,"{""bis_10_100_fraction_lt_80pct"":130,""common_span_lt_20m"":2,""sqi_ge_50_fraction_lt_50pct"":7}",130,false
moderate,sqi_ge_50__bis20s__drug600s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis20s__drug600s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis20s__drug600s,300,0,123,77,2210,60,"{""bis_10_100_fraction_lt_80pct"":77,""sqi_ge_50_fraction_lt_50pct"":2}",77,false
moderate,sqi_ge_50__bis20s__drug600s,600,0,825,20,1508,117,"{""bis_10_100_fraction_lt_80pct"":20}",20,false
moderate,sqi_ge_50__bis30s__drug30s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_50__bis30s__drug30s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis30s__drug30s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis30s__drug30s,300,0,113,79,2220,58,"{""bis_10_100_fraction_lt_80pct"":79,""sqi_ge_50_fraction_lt_50pct"":2}",79,false
moderate,sqi_ge_50__bis30s__drug30s,600,0,800,22,1533,115,"{""bis_10_100_fraction_lt_80pct"":22,""sqi_ge_50_fraction_lt_50pct"":1}",22,false
moderate,sqi_ge_50__bis30s__drug60s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_50__bis30s__drug60s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis30s__drug60s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis30s__drug60s,300,0,113,79,2220,58,"{""bis_10_100_fraction_lt_80pct"":79,""sqi_ge_50_fraction_lt_50pct"":2}",79,false
moderate,sqi_ge_50__bis30s__drug60s,600,0,800,22,1533,115,"{""bis_10_100_fraction_lt_80pct"":22,""sqi_ge_50_fraction_lt_50pct"":1}",22,false
moderate,sqi_ge_50__bis30s__drug120s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_50__bis30s__drug120s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis30s__drug120s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis30s__drug120s,300,0,113,79,2220,58,"{""bis_10_100_fraction_lt_80pct"":79,""sqi_ge_50_fraction_lt_50pct"":2}",79,false
moderate,sqi_ge_50__bis30s__drug120s,600,0,800,22,1533,115,"{""bis_10_100_fraction_lt_80pct"":22,""sqi_ge_50_fraction_lt_50pct"":1}",22,false
moderate,sqi_ge_50__bis30s__drug300s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_50__bis30s__drug300s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis30s__drug300s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis30s__drug300s,300,0,113,79,2220,58,"{""bis_10_100_fraction_lt_80pct"":79,""sqi_ge_50_fraction_lt_50pct"":2}",79,false
moderate,sqi_ge_50__bis30s__drug300s,600,0,799,22,1534,115,"{""bis_10_100_fraction_lt_80pct"":22,""sqi_ge_50_fraction_lt_50pct"":1}",22,false
moderate,sqi_ge_50__bis30s__drug600s,30,0,0,132,2333,5,"{""bis_10_100_fraction_lt_80pct"":131,""common_span_lt_20m"":2,""propofol_positive_count_lt_3"":1,""remifentanil_positive_count_lt_3"":1,""sqi_ge_50_fraction_lt_50pct"":8}",131,false
moderate,sqi_ge_50__bis30s__drug600s,60,0,0,129,2333,8,"{""bis_10_100_fraction_lt_80pct"":129,""common_span_lt_20m"":1,""sqi_ge_50_fraction_lt_50pct"":6}",129,false
moderate,sqi_ge_50__bis30s__drug600s,120,0,1,128,2332,9,"{""bis_10_100_fraction_lt_80pct"":128,""sqi_ge_50_fraction_lt_50pct"":6}",128,false
moderate,sqi_ge_50__bis30s__drug600s,300,0,113,79,2220,58,"{""bis_10_100_fraction_lt_80pct"":79,""sqi_ge_50_fraction_lt_50pct"":2}",79,false
